observation_id,family,parameter,generic_subgroup_rank,retained_rank_lower_bound,retained_quotient_rank,full_curve_rank,cohort,phase,boxes,score_units,dictionary_coverage,dictionary_size,compatible_cover_count,realizable_defect_span_exact,collision_support_size,rational_relation_component_count,split_triple_count,split_triples_with_some_fourth,triple_fourth_incidences,split_quartet_count,simultaneous_carrier_genus,simultaneous_carrier_degree
rank_jump_completed_cohort_panel_v1.json:08234-004,08234,3305/3579,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-005,08234,-1007/2292,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-006,08234,-2641/3542,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-007,08234,-2243/880,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-008,08234,509/3808,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-009,08234,774/149,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,4,3,23,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,4,4,4,1,17,16
rank_jump_completed_cohort_panel_v1.json:08234-010,08234,464/3753,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-011,08234,-1247/4079,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-012,08234,-1258/1679,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-013,08234,-1569/1505,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-014,08234,1807/245,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-015,08234,-3301/1950,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-016,08234,2683/3919,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-017,08234,-4068/1435,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-018,08234,-1501/1623,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-019,08234,-208/1817,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-020,08234,-2185/106,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,3,2,14,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,1,0,0,0,5,8
rank_jump_completed_cohort_panel_v1.json:08234-021,08234,-3815/1356,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-022,08234,-274/2833,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-023,08234,3545/2676,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-024,08234,541/3360,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-025,08234,435/2477,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-026,08234,-11/235,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-027,08234,2627/65,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,2,1,3,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,0,0,0,0,1,4
rank_jump_completed_cohort_panel_v1.json:08234-028,08234,458/2195,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-029,08234,-3809/1589,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-030,08234,3217/3864,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-031,08234,-833/3139,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-032,08234,-46/4089,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08f72-001,08f72,-3292/1853,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-002,08f72,2007/112,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-003,08f72,-2751/886,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-004,08f72,-2129/1207,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-005,08f72,-2799/491,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-006,08f72,107/603,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-007,08f72,3802/3713,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-008,08f72,-2335/1986,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-009,08f72,1055/1833,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-010,08f72,4071/52,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-011,08f72,-3791/529,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-012,08f72,2401/2866,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-013,08f72,146/59,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-014,08f72,-1205/3663,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-015,08f72,-2884/621,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-016,08f72,-2449/1927,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-017,08f72,-692/3645,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-018,08f72,-3941/146,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-019,08f72,-2336/3251,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-020,08f72,-1737/1790,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-021,08f72,-1264/2397,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-022,08f72,-2939/3121,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-023,08f72,1427/1684,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-024,08f72,3293/2326,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-025,08f72,2462/289,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-026,08f72,1308/277,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-027,08f72,-2267/1326,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-028,08f72,-2434/3359,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-029,08f72,281/3078,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-030,08f72,-543/229,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-031,08f72,-517/543,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08f72-032,08f72,-2198/1425,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-001,103b2,-1616/419,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-002,103b2,3325/593,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-003,103b2,-2254/1257,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-004,103b2,-3939/2032,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-005,103b2,-1049/2296,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-006,103b2,1502/931,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-007,103b2,-4021/1422,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-008,103b2,2566/3809,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-009,103b2,420/2119,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-010,103b2,3466/307,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-011,103b2,-3017/954,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-012,103b2,1139/1293,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-013,103b2,41/38,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-014,103b2,-1588/3431,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-015,103b2,2018/167,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-016,103b2,-1788/7,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-017,103b2,-778/259,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-018,103b2,3010/3753,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-019,103b2,48/7,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-020,103b2,2124/2429,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-021,103b2,-1105/3308,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-022,103b2,1413/448,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-023,103b2,513/2044,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-024,103b2,1986/1147,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-025,103b2,3371/300,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-026,103b2,1130/789,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-027,103b2,2390/1319,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-028,103b2,1505/2721,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-029,103b2,726/761,17,26,9,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-030,103b2,-2101/756,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-031,103b2,-4047/3037,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:103b2-032,103b2,1055/1671,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:11952-001,11952,-3891/1396,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:11952-002,11952,402/517,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
